JOB_ID,TITLE,OPEN_DATE,CLOSE_DATE,POST_SEQ,DESCRIPTION,URL,Employer,Contact,City,State,Resume Submission Method,Approved,Posted in WCN,How to Apply,Position Type,On Campus
2337,Student Wildcat Shop Sales Associate (Ongoing Pool 2018- 2019),8/1/18,6/1/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2337&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2337&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2364,Student Lab Tech Mechanical Engineering,8/10/18,1/31/19,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Purpose):</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The Department of Engineering Technologies, Safety and Construction utilizes a laboratory component in almost all of the core courses.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Each lab utilizes numerous experimental apparatus as well as instruments to measure and record test data.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Technician may setup and tear down, as well as test equipment and experiments.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Technician may repair hardware or fabricate new hardware.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Technician may be required to secure tools, instruments and classroom or lab area.&nbsp;</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Technician will follow safety protocol for area.&nbsp;</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Supervise students to ensure a safe working environment.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Provide technical instruction on basic laboratory equipment</span></span></li></ul></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Skills Needed):</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Good organizational abilities</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Mechanical aptitude</span></span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Preference given to ETSC majors.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Work-study preferred.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Experience in handling tools and operation of common shop machines such as drills, grinders, lathes and mills</span></span></li></ul><p><span style='font-size: 12px'><strong>Educational Benefits&nbsp;</strong></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Working with the instructor on setting up and checking out experiments reinforces the lab assistant&#39;s understanding of the experiments.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The student will assist instructor/instructional tech to design and fabricate a piece of equipment - this is real world training.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The student will acquire a confidence in his or her abilities prior to graduation.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Department work experience for resume.</span></span></li></ul><p>&nbsp;</p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2364&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2364&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2378,Student Child Care Aide (Ongoing pool for 2018/2019),8/21/18,5/30/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2378&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2378&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2494,ASCWU Clubs Office Coordinator,9/27/18,11/30/18,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><b>(Purpose):&nbsp; </b></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Support the VP for Clubs and Organizations and be a resource to the Clubs and Orgs. on Campus. This position will attend Club Senate mtgs.&nbsp; The Office Coordinator will connect with the Student Engagement Coordinator, and SURC Accounting to communicate the budget, and insurance.&nbsp; Position will also be responsible for organization of recognition paperwork, and census information.</span></span></p></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><b>(Skills Needed):&nbsp; </b></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Basic understanding of Microsoft Office 10, word and excel</span></span></p><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Become more knowledgeable in the way student government works, and become more experienced in a clerical position.</span></span></p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2494&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2494&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2499,SFS Customer Service Phone Center (Work Study Only),9/28/18,1/26/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2499&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2499&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Work Study,Yes
2512,"Student Office Assistant, Office of International Studies and Programs",10/9/18,12/8/18,1," Job Summary</br><p><strong><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>(Purpose):</span></span></strong></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Position independently provides essential clerical, reception, and fiscal support for the International Center, including:</span></span></p><ul>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Reception for all International Center programs</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Scheduling for International Student and Scholar Services and Study Abroad and Exchange Programs</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Clerical support for the Office of International Studies and Programs, including International Student and Scholar Services</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Clerical support for Office of International Studies and Programs</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Departmental fiscal duties, under direct supervision, with increasing responsibility</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.25in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Event support</span></span></li></ul></br></br>Minimum Qualifications</br><p><strong><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>(Skills Needed):</span></span></strong></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>A pleasant, patient and professional manner in dealing with the public both in person and on the phone is essential. The successful applicant must be able to work with people from other cultures and with those for whom English is not a primary language.</span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Necessary skills:</span></span></p><ul>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>word-processing</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>filing</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>photocopying</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>maintaining a tidy work environment</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>demonstrated communication skills: verbal and written</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>customer relations</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>problem solving</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Word</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Excel</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Filing</span></span></li>	<li style='margin: 0in 0in 0.0001pt 0.5in;'><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Organizing</span></span></li></ul><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Successful applicant must know, or be prepared to learn, verbal communication skills, customer relations, problem solving, Word, Excel, filing, organizing, and professional expectations.</span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Employee must be eligible to work as a student employee. This appointment is hoped to extend through the 2018-19 academic year, summer 2019, and the 2019-20 academic year. Employee will be expected to work 15-20 hours per week during term and 40 hours per week during breaks.</span></span></p><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Experience or major in bookkeeping or accounting a plus.</span></span></p><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Employee will gain experience in an office environment and applied fiscal experience. Employee will be exposed to a wide range of international cultures, and will learn to work independently organize projects, establish priorities, and carry through on assignments. The employee will refine and/or acquire new office skills.</span></span></p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2512&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2512&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2368,Student Union Building Manager (Ongoing pool 2018-2019),8/13/18,6/1/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2368&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2368&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2380,Student Custodial Service Assistant (Ongoing pool for 2018/2019),8/21/18,4/30/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2380&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2380&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2491,Student Union Student Custodian,9/27/18,5/25/19,1,"To view the details of this job posting, please see the original posting on the HR website at the link provided.

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2491&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2491&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2440,Student Music Library Technician Aide,9/12/18,12/16/18,1," Job Summary</br><p><strong>(Purpose)&nbsp;</strong>The Brooks Library is developing a pool from which to hire students in the Music Library when vacancies occur. Students will maintain the Score, Book, and Reference Room stacks, provide assistance to Music Library patrons in the use of the Music Library, and assist with special and ongoing Music Library projects.</p><p><strong>(Educational Benefits)&nbsp;</strong>Will gain employment experience, a greater familiarity/expertise in music resources and improved ability to gain access to those resources.</p></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Familiarity with, or ability to learn to shelve materials by, LC classification system.</li>	<li>Basic computer skills.</li>	<li>Punctuality and dependability.</li>	<li>Able to work evenings and weekends</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Enrollment in the Central Washington University Music Department.</li>	<li>Familiarity with music collections.</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2440&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2440&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2443,Student Ambassadors - Pierce County - Joint Base Lewis McChord (JBLM),9/13/18,11/27/18,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Purpose):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The Student Ambassador (SA) will be responsible for fostering awareness of CWU-Pierce County- JBLM programs, and services to community college students while identifying collaborative opportunities in JBLM.&nbsp; With direction and oversight from the Regional Director, this position plans, coordinates, and directs activities that strengthen relationships between CWU-Pierce County and JBLM. The SA will also provide office support for the CWU-JBLM.</span></span></p></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Skills Needed):</strong></span></span></p><ul>	<li><span style='font-family:arial,helvetica,sans-serif;'>Must be a current CWU student in good standing; preferably a Junior</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Ability to provide information about CWU-Pierce County programs</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Ability to explain the benefits of Dual Admission and collect data</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Strong oral communication, interpersonal&nbsp; and communication skills</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Exceptional customer service and relationship-building skills</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Must be reliable, dependable, self-motivated and able to work independently</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Ability to actively engage students and employees of Pierce College and CWU</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Willingness to participate in annual self assessment</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Commitment to engaging peers and improving quality of campus life</span></li>	<li><span style='font-family:arial,helvetica,sans-serif;'>Highly motivated and organized individual</span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Proficient in Microsoft Office Suite</span></span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Publisher, Word and Excel experience</li></ul><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Opportunity to develop or expand professional and administrative skills and work with a professional higher education team.&nbsp; Gain experience in customer service, advising, outreach, relationship-building, event planning, marketing, general office skills, and knowledge of university policies and procedures.</span></span></p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2443&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Pierce,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2443&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2367,Student Library Technician Aide- WORK STUDY ONLY- Ongoing pool for 2018/2019 (Circulation Department),8/13/18,6/1/19,1," Job Summary</br><p>(Purpose)The Brooks Library is developing a pool from which to hire students in the Circulation Department when vacancies occur. Students will maintain the book stacks and assure overall smooth function and maintenance of the Circulation Department.</p><p>(Educational Benefits)<br />Development of sound work ethic; potential future job reference. Gain experience in basic library skills, public service, and an understanding of library procedures and policies. Students will gain valuable skills working with a diverse group of staff and students and develop research skills.</p></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li><strong>Must be Work Study eligable </strong></li>	<li>Ability to arrange/order resources alphabetically and numerically.</li>	<li>Must have good interpersonal and communication skills.</li>	<li>Must be punctual and dependable.</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Familiarity with a library classification system, especially Library of Congress.</p></li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2367&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2367&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Work Study,Yes
2506,Security Services Student,10/3/18,12/2/18,1," Job Summary</br><p style='margin-left:3.75pt;'><strong>Job Summary: </strong></p><ul>	<li style='margin-left: 3.75pt;'>This position is for the full academic school year, starting on September 26<sup>th</sup> and ending on the last day of spring quarter.&nbsp;</li>	<li style='margin-left: 3.75pt;'>It supports the Security Services Staff in the functional areas of; account provisioning, audits, compliance activities, and IS security education and awareness to the campus community. &nbsp;</li></ul><p style='margin-left:3.75pt;'><strong>Educational Benefits:</strong></p><ul>	<li style='margin-left: 3.75pt;'>&nbsp;security governance &amp; data classification experience</li>	<li style='margin-left: 3.75pt;'>IT auditing</li>	<li style='margin-left: 3.75pt;'>change management process</li>	<li style='margin-left: 3.75pt;'>network log monitoring</li>	<li style='margin-left: 3.75pt;'>compliance rules for HIPAA &amp; PCI</li>	<li style='margin-left: 3.75pt;'>written and verbal communications</li>	<li style='margin-left: 3.75pt;'>customer service</li>	<li style='margin-left: 3.75pt;'>team-player</li>	<li style='margin-left: 3.75pt;'>attention-to-detail</li></ul></br></br>Minimum Qualifications</br><p style='margin-left:3.75pt;'><strong>Minimum Qualifications: </strong></p><ul>	<li style='margin-left: 39.75pt;'>&nbsp;Student who is in good standing and sophomore level and above.</li></ul><p style='margin-left:3.75pt;'><strong>Preferred Qualification:</strong></p><ul>	<li style='margin-left: 58.5pt;'>&nbsp;Would prefer the student be Work-Study eligible to apply for this position. Please ensure that you have a Federal Work-Study award as part of your financial aid package by checking at <a href='http://www.cwu.edu/financial-aid/'>http://www.cwu.edu/financial-aid/</a></li>	<li style='margin-left: 58.5pt;'>&nbsp;Preference will be given to students in the ITAM program (Cyber Security, Networking, etc.) or other IT related field such as Computer Science.</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2506&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2506&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
